blockid,dist2mid,rlmid_emp,rlmid_the,session_id,MDHM,Date,jul_day,Time,hour,dur_hr,treatment,species,num_idv,obs,foraging,block,block_ns,platform_bearing,platform_distance,tide_dist,tide_ht,fish,block_fac,x,y
2N,90,131.84118131186463,141.9151498112135,C003,8_18_12_2,2020-08-18,24,12:02:00,12,0.5,OFF,HS,1,LB,0,2,N,7,76,76,-0.41,239,3,75.43350752474048,-9.262070098791208
2N,90,131.84118131186463,141.9151498112135,C006,8_18_15_19,2020-08-18,24,15:19:00,15,0.5,OFF,HS,1,LB,0,2,N,220,53,52,2.19,239,3,-40.60035548530584,34.06774331338658
2N,90,131.84118131186463,141.9151498112135,C007,8_18_16_2,2020-08-18,24,16:02:00,16,0.5,OFF,HS,1,LB,0,2,N,300,103,103,2.73,239,3,51.5,89.20061658979718
2N,90,131.84118131186463,141.9151498112135,C007,8_18_16_5,2020-08-18,24,16:05:00,16,0.5,OFF,HS,1,LB,0,2,N,15,83,82,2.76,239,3,80.17184358199268,-21.481980743509222
2N,90,131.84118131186463,141.9151498112135,C008,8_19_9_40,2020-08-19,25,09:40:00,9,0.5,OFF,HS,1,LB,0,2,N,15,83,83,0.33,520,3,80.17184358199268,-21.481980743509222
2N,90,131.84118131186463,141.9151498112135,C008,8_19_9_52,2020-08-19,25,09:52:00,9,0.5,OFF,HS,1,LB,0,2,N,315,74,74,0.17,520,3,52.32590180780451,52.32590180780453
2N,90,131.84118131186463,141.9151498112135,C008,8_19_9_56,2020-08-19,25,09:56:00,9,0.5,OFF,HS,1,LB,0,2,N,321,57,57,0.12,520,3,44.29731980304732,35.87126228984076
2N,90,131.84118131186463,141.9151498112135,T026,8_19_10_39,2020-08-19,25,10:39:00,10,0.5,ON,HS,1,LB,0,2,N,344,57,57,-0.35,520,3,54.79191666848418,15.71132928156894
2N,90,131.84118131186463,141.9151498112135,T027,8_19_11_19,2020-08-19,25,11:19:00,11,0.5,ON,HS,1,LB,0,2,N,350,120,120,-0.6,520,3,118.17693036146497,20.837781320031645
2N,90,131.84118131186463,141.9151498112135,T027,8_19_11_26,2020-08-19,25,11:26:00,11,0.5,ON,HS,1,LB,0,2,N,340,90,90,-0.62,520,3,84.57233587073176,30.781812899310168
2N,90,131.84118131186463,141.9151498112135,T028,8_19_12_15,2020-08-19,25,12:15:00,12,0.5,ON,HS,1,LB,0,2,N,12,110,110,-0.58,520,3,107.59623608071863,-22.870285989953526
2N,90,131.84118131186463,141.9151498112135,T029,8_19_12_44,2020-08-19,25,12:44:00,12,0.5,ON,HS,1,LB,0,2,N,290,81,81,-0.41,520,3,27.703631609379194,76.11510228365857
2N,90,131.84118131186463,141.9151498112135,T029,8_19_12_55,2020-08-19,25,12:55:00,12,0.5,ON,HS,1,LB,0,2,N,218,85,85,-0.32,520,3,-66.98091405657136,52.33122540268094
2N,90,131.84118131186463,141.9151498112135,T030,8_19_13_43,2020-08-19,25,13:43:00,13,0.5,ON,HS,1,LB,0,2,N,20,73,73,0.22,520,3,68.59756131737132,-24.967470462773814
2N,90,131.84118131186463,141.9151498112135,T030,8_19_13_49,2020-08-19,25,13:49:00,13,0.5,ON,HS,1,LB,0,2,N,15,114,114,0.3,520,3,110.11554419695379,-29.505371141687363
2N,90,131.84118131186463,141.9151498112135,T031,8_19_14_42,2020-08-19,25,14:42:00,14,0.5,ON,HS,2,LB,0,2,N,0,93,93,1.09,520,3,93,-0
2N,90,131.84118131186463,141.9151498112135,T032,8_20_10_24,2020-08-20,26,10:24:00,10,0.5,ON,HS,1,EA,0,2,N,NA,91,91,0.45,333,3,NA,NA
2N,90,131.84118131186463,141.9151498112135,T032,8_20_10_25,2020-08-20,26,10:25:00,10,0.5,ON,HS,1,EA,0,2,N,NA,96,96,0.43,333,3,NA,NA
2N,90,131.84118131186463,141.9151498112135,T032,8_20_10_27,2020-08-20,26,10:27:00,10,0.5,ON,HS,1,EA,0,2,N,NA,95,95,0.41,333,3,NA,NA
2N,90,131.84118131186463,141.9151498112135,T033,8_20_10_44,2020-08-20,26,10:44:00,10,0.5,ON,HS,1,EA,0,2,N,NA,77,77,0.19,333,3,NA,NA
2N,90,131.84118131186463,141.9151498112135,T033,8_20_10_54,2020-08-20,26,10:54:00,10,0.5,ON,HS,1,EA,0,2,N,NA,85,85,0.07,333,3,NA,NA
2N,90,131.84118131186463,141.9151498112135,T033,8_20_10_58,2020-08-20,26,10:58:00,10,0.5,ON,HS,1,EA,0,2,N,NA,99,99,0.02,333,3,NA,NA
2N,90,131.84118131186463,141.9151498112135,T033,8_20_11_0,2020-08-20,26,11:00:00,11,0.5,ON,HS,1,EA,0,2,N,NA,67,67,0,333,3,NA,NA
2N,90,131.84118131186463,141.9151498112135,T034,8_20_11_35,2020-08-20,26,11:35:00,11,0.5,ON,HS,2,EA,0,2,N,NA,85,85,-0.32,333,3,NA,NA
2N,90,131.84118131186463,141.9151498112135,T034,8_20_11_41,2020-08-20,26,11:41:00,11,0.5,ON,HS,1,EA,0,2,N,NA,75,75,-0.36,333,3,NA,NA
2N,90,131.84118131186463,141.9151498112135,T034,8_20_11_43,2020-08-20,26,11:43:00,11,0.5,ON,HS,1,EA,0,2,N,NA,54,54,-0.38,333,3,NA,NA
2N,90,131.84118131186463,141.9151498112135,T035,8_20_12_45,2020-08-20,26,12:45:00,12,0.5,ON,HS,1,LB,0,2,N,240,83,83,-0.5,333,3,-41.500000000000036,71.88010851410839
2N,90,131.84118131186463,141.9151498112135,T035,8_20_12_49,2020-08-20,26,12:49:00,12,0.5,ON,HS,2,LB,0,2,N,250,102,102,-0.49,333,3,-34.886054619218186,95.84864732016266
2N,90,131.84118131186463,141.9151498112135,T035,8_20_12_57,2020-08-20,26,12:57:00,12,0.5,ON,HS,1,LB,0,2,N,250,81,81,-0.46,333,3,-27.703631609379148,76.11510228365859
2N,90,131.84118131186463,141.9151498112135,T035,8_20_13_4,2020-08-20,26,13:04:00,13,0.5,ON,HS,1,LB,1,2,N,300,81,81,-0.43,333,3,40.5,70.14805770653953
2N,90,131.84118131186463,141.9151498112135,T036,8_20_13_42,2020-08-20,26,13:42:00,13,0.5,ON,HS,2,LB,0,2,N,245,85,85,-0.15,333,3,-35.92255224795942,77.03616189811527
2N,90,131.84118131186463,141.9151498112135,T036,8_20_13_46,2020-08-20,26,13:46:00,13,0.5,ON,HS,1,LB,0,2,N,280,58,58,-0.12,333,3,10.071594304681938,57.11884967470807
2N,90,131.84118131186463,141.9151498112135,T037,8_20_15_14,2020-08-20,26,15:14:00,15,0.5,ON,HS,1,LB,0,2,N,310,84,84,1.06,333,3,53.9941592136693,64.34773322199416
2N,90,131.84118131186463,141.9151498112135,T037,8_20_15_18,2020-08-20,26,15:18:00,15,0.5,ON,HS,1,LB,0,2,N,307,104,104,1.12,333,3,62.588762407812986,83.0580930449185
2N,90,131.84118131186463,141.9151498112135,T037,8_20_15_25,2020-08-20,26,15:25:00,15,0.5,ON,HS,1,LB,0,2,N,290,111,111,1.23,333,3,37.96423590914927,104.30588090723582
2N,90,131.84118131186463,141.9151498112135,T037,8_20_15_33,2020-08-20,26,15:33:00,15,0.5,ON,HS,2,LB,0,2,N,315,61,60,1.36,333,3,43.13351365237939,43.133513652379406
2N,90,131.84118131186463,141.9151498112135,T038,8_20_15_52,2020-08-20,26,15:52:00,15,0.5,ON,HS,1,LB,0,2,N,300,76,76,1.66,333,3,38,65.81793068761733
2N,90,131.84118131186463,141.9151498112135,T040,8_21_13_48,2020-08-21,27,13:48:00,13,0.5,ON,HS,1,LB,0,2,N,25,107,107,-0.17,585,3,96.97493321292154,-45.22015400625484
2N,90,131.84118131186463,141.9151498112135,T040,8_21_13_57,2020-08-21,27,13:57:00,13,0.5,ON,HS,1,LB,0,2,N,25,86,86,-0.12,585,3,77.94246968515189,-36.345170509700154
2N,90,131.84118131186463,141.9151498112135,C009,8_22_11_23,2020-08-22,28,11:23:00,11,0.5,ON,HS,1,AC,0,2,N,32,62,61,1.33,296,3,52.57898196169841,-32.854994382458706
2N,90,131.84118131186463,141.9151498112135,C009,8_22_11_25,2020-08-22,28,11:25:00,11,0.5,ON,HS,1,AC,0,2,N,30,68,68,1.3,296,3,58.889727457341834,-33.99999999999999
2N,90,131.84118131186463,141.9151498112135,C011,8_22_12_45,2020-08-22,28,12:45:00,12,0.5,OFF,HS,1,LB,0,2,N,300,110,110,0.45,296,3,55,95.26279441628824
2N,90,131.84118131186463,141.9151498112135,C011,8_22_12_49,2020-08-22,28,12:49:00,12,0.5,OFF,HS,1,LB,0,2,N,295,68,68,0.42,296,3,28.738041798367572,61.628929518492185
2N,90,131.84118131186463,141.9151498112135,C011,8_22_12_59,2020-08-22,28,12:59:00,12,0.5,OFF,HS,1,LB,0,2,N,305,105,105,0.35,296,3,60.225525816859836,86.01096465034414
2N,90,131.84118131186463,141.9151498112135,C011,8_22_13_1,2020-08-22,28,13:01:00,13,0.5,OFF,HS,1,LB,0,2,N,285,54,54,0.34,296,3,13.976228435536097,52.1599946196097
2N,90,131.84118131186463,141.9151498112135,C011,8_22_13_9,2020-08-22,28,13:09:00,13,0.5,OFF,HS,1,LB,0,2,N,295,120,120,0.29,296,3,50.714191408883956,108.75693444439798
2N,90,131.84118131186463,141.9151498112135,C013,8_22_14_21,2020-08-22,28,14:21:00,14,0.5,OFF,HS,1,LB,0,2,N,295,56,56,0.18,296,3,23.666622657479177,50.75323607405239
2N,90,131.84118131186463,141.9151498112135,C013,8_22_14_24,2020-08-22,28,14:24:00,14,0.5,OFF,HS,1,LB,0,2,N,322,72,72,0.19,296,3,56.73677425968398,44.32762622344739
2N,90,131.84118131186463,141.9151498112135,C014,8_24_12_47,2020-08-24,30,12:47:00,12,0.5,OFF,HS,1,LB,0,2,N,280,58,57,2.06,248,3,10.071594304681938,57.11884967470807
2N,90,131.84118131186463,141.9151498112135,C014,8_24_12_56,2020-08-24,30,12:56:00,12,0.5,OFF,HS,1,LB,0,2,N,285,85,85,2,248,3,21.999618833714226,82.10369523457082
2N,90,131.84118131186463,141.9151498112135,C014,8_24_12_58,2020-08-24,30,12:58:00,12,0.5,OFF,HS,1,LB,0,2,N,275,64,63,1.98,248,3,5.577967535850105,63.756460677871715
2N,90,131.84118131186463,141.9151498112135,C014,8_24_13_13,2020-08-24,30,13:13:00,13,0.5,OFF,HS,1,LB,0,2,N,295,64,63,1.87,248,3,27.047568751404775,58.00369837034559
2N,90,131.84118131186463,141.9151498112135,C014,8_24_13_15,2020-08-24,30,13:15:00,13,0.5,OFF,HS,1,LB,0,2,N,280,55,54,1.85,248,3,9.55064977168115,54.16442641567145
2N,90,131.84118131186463,141.9151498112135,T041,8_24_13_38,2020-08-24,30,13:38:00,13,0.5,ON,HS,1,LB,0,2,N,280,55,54,1.68,248,3,9.55064977168115,54.16442641567145
2N,90,131.84118131186463,141.9151498112135,T041,8_24_13_42,2020-08-24,30,13:42:00,13,0.5,ON,HS,1,LB,0,2,N,285,82,82,1.65,248,3,21.223161698406663,79.20591775570361
2N,90,131.84118131186463,141.9151498112135,T041,8_24_13_48,2020-08-24,30,13:48:00,13,0.5,ON,HS,2,LB,0,2,N,270,62,61,1.61,248,3,-1.1389215232070385e-14,62
2N,90,131.84118131186463,141.9151498112135,T041,8_24_13_54,2020-08-24,30,13:54:00,13,0.5,ON,HS,1,LB,0,2,N,265,62,61,1.57,248,3,-5.403656050354812,61.764071281688224
2N,90,131.84118131186463,141.9151498112135,T041,8_24_13_54,2020-08-24,30,13:54:00,13,0.5,ON,HS,1,LB,0,2,N,320,83,83,1.57,248,3,63.58168877887517,53.351371603982784
2N,90,131.84118131186463,141.9151498112135,T041,8_24_13_57,2020-08-24,30,13:57:00,13,0.5,ON,HS,1,LB,0,2,N,305,120,120,1.55,248,3,68.82917236212552,98.29824531467902
2N,90,131.84118131186463,141.9151498112135,T041,8_24_14_1,2020-08-24,30,14:01:00,14,0.5,ON,HS,1,LB,0,2,N,300,64,63,1.52,248,3,32,55.42562584220407
2N,90,131.84118131186463,141.9151498112135,T041,8_24_14_4,2020-08-24,30,14:04:00,14,0.5,ON,HS,2,LB,0,2,N,275,101,101,1.5,248,3,8.802730017513447,100.6156645072663
2N,90,131.84118131186463,141.9151498112135,T041,8_24_14_7,2020-08-24,30,14:07:00,14,0.5,ON,HS,2,LB,0,2,N,305,74,74,1.48,248,3,42.44465628997741,60.61725127738539
2N,90,131.84118131186463,141.9151498112135,T042,8_27_17_35,2020-08-27,33,17:35:00,17,0.5,ON,HS,1,LB,0,2,N,310,55,54,2.51,227,3,35.35331853275966,42.1324443715438
2N,90,131.84118131186463,141.9151498112135,C015,8_27_18_20,2020-08-27,33,18:20:00,18,0.5,OFF,HS,1,LB,0,2,N,310,100,100,2.34,227,3,64.27876096865393,76.60444431189781
2N,90,131.84118131186463,141.9151498112135,C015,8_27_18_22,2020-08-27,33,18:22:00,18,0.5,OFF,HS,1,LB,0,2,N,320,52,51,2.33,227,3,39.834311042186854,33.42495570370006
2N,90,131.84118131186463,141.9151498112135,C015,8_27_18_24,2020-08-27,33,18:24:00,18,0.5,OFF,HS,1,LB,0,2,N,330,103,103,2.33,227,3,89.20061658979715,51.50000000000004
2N,90,131.84118131186463,141.9151498112135,C015,8_27_18_33,2020-08-27,33,18:33:00,18,0.5,OFF,HS,1,LB,0,2,N,320,60,59,2.3,227,3,45.96266658713867,38.567256581192375
2N,90,131.84118131186463,141.9151498112135,C015,8_27_18_35,2020-08-27,33,18:35:00,18,0.5,OFF,HS,1,LB,0,2,N,310,62,61,2.29,227,3,39.85283180056543,47.49475547337664
2N,90,131.84118131186463,141.9151498112135,C015,8_27_18_38,2020-08-27,33,18:38:00,18,0.5,OFF,HS,1,LB,0,2,N,340,56,55,2.29,227,3,52.62278676401087,19.15312802623744
2N,90,131.84118131186463,141.9151498112135,C016,9_2_10_26,2020-09-02,39,10:26:00,10,0.5,OFF,SL,1,AB,0,2,N,10,60,60,0.33,145,3,59.088465180732484,-10.418890660015819
2N,90,131.84118131186463,141.9151498112135,C016,9_2_10_28,2020-09-02,39,10:28:00,10,0.5,OFF,SL,1,AB,0,2,N,NA,92,92,0.31,145,3,NA,NA
2N,90,131.84118131186463,141.9151498112135,T044,9_2_12_19,2020-09-02,39,12:19:00,12,0.5,ON,HS,1,AB,0,2,N,295,85,85,0.04,145,3,35.922552247959466,77.03616189811524
2N,90,131.84118131186463,141.9151498112135,T044,9_2_12_37,2020-09-02,39,12:37:00,12,0.5,ON,HS,1,AB,0,2,N,300,83,83,0.12,145,3,41.5,71.8801085141084
2N,90,131.84118131186463,141.9151498112135,T045,9_2_14_1,2020-09-02,39,14:01:00,14,0.5,ON,HS,1,AB,0,2,N,290,113,113,0.88,145,3,38.648276195800605,106.18526614880764
2N,90,131.84118131186463,141.9151498112135,T045,9_2_14_1,2020-09-02,39,14:01:00,14,0.5,ON,HS,2,AB,0,2,N,NA,88,88,0.88,145,3,NA,NA
2N,90,131.84118131186463,141.9151498112135,T045,9_2_14_4,2020-09-02,39,14:04:00,14,0.5,ON,HS,1,AB,0,2,N,NA,82,82,0.92,145,3,NA,NA
2N,90,131.84118131186463,141.9151498112135,T046,9_2_14_28,2020-09-02,39,14:28:00,14,0.5,ON,HS,1,AB,0,2,N,NA,57,56,1.22,145,3,NA,NA
2N,90,131.84118131186463,141.9151498112135,T046,9_2_14_41,2020-09-02,39,14:41:00,14,0.5,ON,HS,1,AB,0,2,N,320,68,68,1.39,145,3,52.0910221320905,43.70955745868469
2N,90,131.84118131186463,141.9151498112135,T046,9_2_14_44,2020-09-02,39,14:44:00,14,0.5,ON,HS,1,AB,0,2,N,NA,110,110,1.43,145,3,NA,NA
2N,90,131.84118131186463,141.9151498112135,T046,9_2_14_46,2020-09-02,39,14:46:00,14,0.5,ON,HS,1,AB,0,2,N,310,80,80,1.46,145,3,51.42300877492314,61.283555449518246
2N,90,131.84118131186463,141.9151498112135,T047,9_2_15_38,2020-09-02,39,15:38:00,15,0.5,ON,HS,1,AB,0,2,N,NA,75,74,2.14,145,3,NA,NA
2N,90,131.84118131186463,141.9151498112135,T047,9_2_15_48,2020-09-02,39,15:48:00,15,0.5,ON,HS,1,AB,0,2,N,NA,73,72,2.27,145,3,NA,NA
2N,90,131.84118131186463,141.9151498112135,T047,9_2_15_49,2020-09-02,39,15:49:00,15,0.5,ON,SL,1,AB,0,2,N,NA,116,116,2.28,145,3,NA,NA
2N,90,131.84118131186463,141.9151498112135,T047,9_2_15_50,2020-09-02,39,15:50:00,15,0.5,ON,SL,1,AB,0,2,N,NA,81,80,2.29,145,3,NA,NA
2N,90,131.84118131186463,141.9151498112135,T048,9_3_10_59,2020-09-03,40,10:59:00,10,0.5,ON,HS,1,AB,0,2,N,335,79,79,0.53,407,3,71.59831517589535,33.38684267751523
2N,90,131.84118131186463,141.9151498112135,T048,9_3_11_4,2020-09-03,40,11:04:00,11,0.5,ON,HS,1,AB,0,2,N,320,82,82,0.49,407,3,62.81564433575619,52.70858399429625
2N,90,131.84118131186463,141.9151498112135,T048,9_3_11_16,2020-09-03,40,11:16:00,11,0.5,ON,HS,1,AB,0,2,N,325,114,114,0.4,407,3,93.38333304894503,65.3877137440193
2N,90,131.84118131186463,141.9151498112135,T048,9_3_11_18,2020-09-03,40,11:18:00,11,0.5,ON,HS,1,AB,0,2,N,330,88,88,0.39,407,3,76.21023553303058,44.00000000000004
2N,90,131.84118131186463,141.9151498112135,T048,9_3_11_21,2020-09-03,40,11:21:00,11,0.5,ON,HS,1,AB,0,2,N,330,80,80,0.37,407,3,69.28203230275507,40.000000000000036
2N,90,131.84118131186463,141.9151498112135,T048,9_3_11_25,2020-09-03,40,11:25:00,11,0.5,ON,HS,2,AB,0,2,N,315,121,121,0.34,407,3,85.55992052357225,85.55992052357227
2N,90,131.84118131186463,141.9151498112135,T049,9_3_11_37,2020-09-03,40,11:37:00,11,0.5,ON,HS,2,AB,0,2,N,320,83,83,0.28,407,3,63.58168877887517,53.351371603982784
2N,90,131.84118131186463,141.9151498112135,T049,9_3_11_39,2020-09-03,40,11:39:00,11,0.5,ON,HS,1,AB,0,2,N,320,95,95,0.27,407,3,72.7742220963029,61.06482292022126
2N,90,131.84118131186463,141.9151498112135,T049,9_3_11_40,2020-09-03,40,11:40:00,11,0.5,ON,HS,1,AB,0,2,N,330,74,74,0.26,407,3,64.08587988004844,37.000000000000036
2N,90,131.84118131186463,141.9151498112135,T049,9_3_11_50,2020-09-03,40,11:50:00,11,0.5,ON,HS,1,AB,0,2,N,315,100,100,0.22,407,3,70.71067811865474,70.71067811865477
2N,90,131.84118131186463,141.9151498112135,T050,9_3_12_20,2020-09-03,40,12:20:00,12,0.5,ON,HS,1,AB,0,2,N,330,72,72,0.17,407,3,62.35382907247956,36.00000000000003
2N,90,131.84118131186463,141.9151498112135,T050,9_3_12_24,2020-09-03,40,12:24:00,12,0.5,ON,HS,1,AB,0,2,N,325,71,71,0.17,407,3,58.159795144518405,40.72392698092429
2N,90,131.84118131186463,141.9151498112135,T051,9_3_13_46,2020-09-03,40,13:46:00,13,0.5,ON,HS,1,AB,0,2,N,320,112,112,0.54,407,3,85.79697762932553,71.99221228489243
2N,90,131.84118131186463,141.9151498112135,T052,9_3_14_18,2020-09-03,40,14:18:00,14,0.5,ON,HS,1,AB,0,2,N,310,58,57,0.85,407,3,37.281681361819274,44.430577700900734
2N,90,131.84118131186463,141.9151498112135,T052,9_3_14_29,2020-09-03,40,14:29:00,14,0.5,ON,HS,1,AB,0,2,N,325,84,84,0.97,407,3,68.80877172027529,48.18042065348789
2N,90,131.84118131186463,141.9151498112135,T052,9_3_14_32,2020-09-03,40,14:32:00,14,0.5,ON,HS,1,AB,0,2,N,330,96,96,1,407,3,83.13843876330608,48.00000000000004
2N,90,131.84118131186463,141.9151498112135,T052,9_3_14_35,2020-09-03,40,14:35:00,14,0.5,ON,HS,1,AB,0,2,N,320,120,120,1.03,407,3,91.92533317427734,77.13451316238475
2N,90,131.84118131186463,141.9151498112135,T052,9_3_14_42,2020-09-03,40,14:42:00,14,0.5,ON,HS,1,AB,0,2,N,315,77,77,1.11,407,3,54.44722215136415,54.44722215136417
2N,90,131.84118131186463,141.9151498112135,T053,9_3_15_8,2020-09-03,40,15:08:00,15,0.5,ON,HS,1,AB,0,2,N,310,116,116,1.43,407,3,74.56336272363855,88.86115540180147
2N,90,131.84118131186463,141.9151498112135,T053,9_3_15_31,2020-09-03,40,15:31:00,15,0.5,ON,HS,1,AB,0,2,N,315,54,53,1.72,407,3,38.18376618407356,38.183766184073576
2N,90,131.84118131186463,141.9151498112135,T053,9_3_15_33,2020-09-03,40,15:33:00,15,0.5,ON,HS,1,AB,0,2,N,320,100,100,1.75,407,3,76.6044443118978,64.27876096865396
2N,90,131.84118131186463,141.9151498112135,T054,9_3_15_52,2020-09-03,40,15:52:00,15,0.5,ON,SL,1,AB,0,2,N,330,115,115,1.99,407,3,99.59292143521041,57.50000000000005
2N,90,131.84118131186463,141.9151498112135,T054,9_3_15_58,2020-09-03,40,15:58:00,15,0.5,ON,HS,1,AB,0,2,N,320,120,120,2.06,407,3,91.92533317427734,77.13451316238475
2N,90,131.84118131186463,141.9151498112135,T054,9_3_16_1,2020-09-03,40,16:01:00,16,0.5,ON,SL,1,AB,0,2,N,320,118,118,2.1,407,3,90.3932442880394,75.84893794301168
2N,90,131.84118131186463,141.9151498112135,T054,9_3_16_11,2020-09-03,40,16:11:00,16,0.5,ON,HS,1,AB,0,2,N,325,70,69,2.22,407,3,57.34064310022941,40.15035054457325
2N,90,131.84118131186463,141.9151498112135,T055,9_4_11_29,2020-09-04,41,11:29:00,11,0.5,ON,HS,1,AB,1,2,N,320,60,60,0.8,195,3,45.96266658713867,38.567256581192375
2N,90,131.84118131186463,141.9151498112135,T055,9_4_11_29,2020-09-04,41,11:29:00,11,0.5,ON,HS,2,AB,0,2,N,320,60,60,0.8,195,3,45.96266658713867,38.567256581192375
2N,90,131.84118131186463,141.9151498112135,T055,9_4_11_29,2020-09-04,41,11:29:00,11,0.5,ON,SL,2,AB,0,2,N,320,60,60,0.8,195,3,45.96266658713867,38.567256581192375
2N,90,131.84118131186463,141.9151498112135,T055,9_4_11_33,2020-09-04,41,11:33:00,11,0.5,ON,HS,1,AB,0,2,N,325,84,84,0.76,195,3,68.80877172027529,48.18042065348789
2N,90,131.84118131186463,141.9151498112135,T055,9_4_11_34,2020-09-04,41,11:34:00,11,0.5,ON,HS,1,AB,0,2,N,320,76,76,0.76,195,3,58.21937767704232,48.85185833617701
2N,90,131.84118131186463,141.9151498112135,T055,9_4_11_35,2020-09-04,41,11:35:00,11,0.5,ON,SL,1,AB,0,2,N,330,90,90,0.75,195,3,77.94228634059945,45.00000000000004
2N,90,131.84118131186463,141.9151498112135,T055,9_4_11_36,2020-09-04,41,11:36:00,11,0.5,ON,HS,1,AB,0,2,N,325,54,53,0.74,195,3,44.234210391605544,30.973127562956506
2N,90,131.84118131186463,141.9151498112135,T055,9_4_11_37,2020-09-04,41,11:37:00,11,0.5,ON,SL,1,AB,0,2,N,315,60,60,0.73,195,3,42.426406871192846,42.42640687119286
2N,90,131.84118131186463,141.9151498112135,T055,9_4_11_39,2020-09-04,41,11:39:00,11,0.5,ON,SL,1,AB,0,2,N,320,107,107,0.72,195,3,81.96675541373064,68.77827423645974
2N,90,131.84118131186463,141.9151498112135,T055,9_4_11_39,2020-09-04,41,11:39:00,11,0.5,ON,HS,1,AB,0,2,N,310,60,60,0.72,195,3,38.56725658119235,45.962666587138685
2N,90,131.84118131186463,141.9151498112135,T055,9_4_11_42,2020-09-04,41,11:42:00,11,0.5,ON,SL,1,AB,0,2,N,335,60,60,0.7,195,3,54.378467222199006,25.35709570444195
2N,90,131.84118131186463,141.9151498112135,T055,9_4_11_46,2020-09-04,41,11:46:00,11,0.5,ON,HS,1,AB,0,2,N,325,100,100,0.67,195,3,81.91520442889916,57.35764363510464
2N,90,131.84118131186463,141.9151498112135,T055,9_4_11_48,2020-09-04,41,11:48:00,11,0.5,ON,SL,1,AB,0,2,N,315,83,83,0.66,195,3,58.68986283848344,58.68986283848346
2N,90,131.84118131186463,141.9151498112135,T056,9_4_12_16,2020-09-04,41,12:16:00,12,0.5,ON,HS,1,AB,0,2,N,325,83,83,0.5,195,3,67.9896196759863,47.60684421713685
2N,90,131.84118131186463,141.9151498112135,T056,9_4_12_17,2020-09-04,41,12:17:00,12,0.5,ON,HS,1,AB,0,2,N,340,63,63,0.5,195,3,59.200635109512234,21.547269029517118
2N,90,131.84118131186463,141.9151498112135,T056,9_4_12_21,2020-09-04,41,12:21:00,12,0.5,ON,HS,1,AB,0,2,N,335,70,70,0.48,195,3,63.441545092565505,29.58327832184894
2N,90,131.84118131186463,141.9151498112135,T056,9_4_12_31,2020-09-04,41,12:31:00,12,0.5,ON,HS,1,AB,0,2,N,315,72,72,0.45,195,3,50.91168824543142,50.911688245431435
2N,90,131.84118131186463,141.9151498112135,T056,9_4_12_35,2020-09-04,41,12:35:00,12,0.5,ON,HS,1,AB,0,2,N,320,70,70,0.44,195,3,53.62311101832845,44.99513267805777
2N,90,131.84118131186463,141.9151498112135,T057,9_4_13_5,2020-09-04,41,13:05:00,13,0.5,ON,HS,3,AB,0,2,N,330,70,70,0.42,195,3,60.62177826491069,35.00000000000003
2N,90,131.84118131186463,141.9151498112135,T057,9_4_13_14,2020-09-04,41,13:14:00,13,0.5,ON,HS,1,AB,0,2,N,320,100,100,0.44,195,3,76.6044443118978,64.27876096865396
2N,90,131.84118131186463,141.9151498112135,T057,9_4_13_17,2020-09-04,41,13:17:00,13,0.5,ON,SL,1,AB,0,2,N,335,110,110,0.44,195,3,99.6938565740315,46.48800879147691
2N,90,131.84118131186463,141.9151498112135,T057,9_4_13_17,2020-09-04,41,13:17:00,13,0.5,ON,HS,1,AB,0,2,N,325,70,70,0.44,195,3,57.34064310022941,40.15035054457325
2N,90,131.84118131186463,141.9151498112135,T057,9_4_13_25,2020-09-04,41,13:25:00,13,0.5,ON,HS,1,AB,0,2,N,325,66,66,0.46,195,3,54.06403492307344,37.85604479916906
2N,90,131.84118131186463,141.9151498112135,T058,9_4_13_37,2020-09-04,41,13:37:00,13,0.5,ON,HS,1,AB,0,2,N,330,92,92,0.51,195,3,79.67433714816833,46.00000000000004
2N,90,131.84118131186463,141.9151498112135,T058,9_4_13_47,2020-09-04,41,13:47:00,13,0.5,ON,HS,1,AB,0,2,N,330,70,70,0.55,195,3,60.62177826491069,35.00000000000003
2N,90,131.84118131186463,141.9151498112135,T058,9_4_13_53,2020-09-04,41,13:53:00,13,0.5,ON,HS,1,AB,0,2,N,315,91,91,0.58,195,3,64.34671708797582,64.34671708797583
2N,90,131.84118131186463,141.9151498112135,T059,9_4_15_4,2020-09-04,41,15:04:00,15,0.5,ON,HS,1,AB,0,2,N,330,54,53,1.17,195,3,46.765371804359674,27.000000000000025
2N,90,131.84118131186463,141.9151498112135,T059,9_4_15_10,2020-09-04,41,15:10:00,15,0.5,ON,HS,1,AB,0,2,N,310,111,111,1.24,195,3,71.34942467520585,85.03093318620657
2N,90,131.84118131186463,141.9151498112135,T059,9_4_15_11,2020-09-04,41,15:11:00,15,0.5,ON,HS,1,AB,0,2,N,330,71,71,1.25,195,3,61.48780366869512,35.50000000000003
2N,90,131.84118131186463,141.9151498112135,T059,9_4_15_14,2020-09-04,41,15:14:00,15,0.5,ON,HS,1,AB,0,2,N,325,91,91,1.28,195,3,74.54283603029823,52.19545570794522
2N,90,131.84118131186463,141.9151498112135,T059,9_4_15_20,2020-09-04,41,15:20:00,15,0.5,ON,HS,2,AB,0,2,N,325,88,88,1.34,195,3,72.08537989743125,50.47472639889208
